anime_id,title,genres,media,episodes,rating,members,start_date,season,source
1206,Ihatov Gensou: Kenji no Haru,"Drama,Historical,Slice of Life",movie,1,7.2,6293.0,1996/12/14,fall_1996,novel
1207,Wata no Kuni Hoshi,"Drama,Fantasy,Psychological,Romance,Shoujo",movie,1,6.88,4406.0,1984/2/11,winter_1984,manga
1208,Tatsu no Ko Tarou,"Adventure,Historical,Demons,Supernatural,Fantasy",movie,1,6.82,3374.0,1979/3/17,winter_1979,novel
1209,Nasu: Andalusia no Natsu,"Action,Sports,Seinen",movie,1,7.02,7764.0,2003/7/26,summer_2003,manga
1210,NHK ni Youkoso!,"Comedy,Psychological,Drama,Romance",tv,24,8.33,568739.0,2006/7/10,summer_2006,novel
1211,Macross Plus Movie Edition,"Action,Adventure,Mecha,Military,Romance,Sci-Fi,Space",movie,1,7.72,13809.0,1995/10/7,fall_1995,original
1212,Oban Star-Racers,"Adventure,Mecha,Sci-Fi,Shounen",tv,26,7.51,43057.0,2006/4/12,spring_2006,original
1214,Binbou Shimai Monogatari,"Slice of Life,Comedy,Drama,Seinen",tv,10,6.86,18135.0,2006/6/30,summer_2006,manga
1215,Mobile Suit Gundam SEED C.E.73: Stargazer,"Space,Mecha,Military,Sci-Fi",ona,3,7.15,20281.0,2006/7/14,summer_2006,original
1216,Boku wa Konomama Kaeranai,"Drama,Romance,Shounen Ai",ova,1,5.48,8780.0,1994/6/21,spring_1994,manga
1217,Seikimatsu隨倥・arling,"Comedy,Romance,Drama,Shounen Ai",ova,1,6.35,7138.0,1996/2/16,winter_1996,manga
1218,Tonagura!,"Comedy,Drama,Ecchi,Romance,School",tv,13,6.72,43226.0,2006/7/9,summer_2006,manga
1219,Chocotto Sister,"Comedy,Drama,Romance,Ecchi",tv,24,6.78,18924.0,2006/7/12,summer_2006,manga
1220,Hoshizora Kiseki,"Romance,Sci-Fi",ona,1,5.79,10643.0,2006/7/21,summer_2006,original
1221,Demashita! Powerpuff Girls Z,"Action,Comedy,Magic,School,Sci-Fi,Shoujo,Slice of Life,Super Power",tv,52,6.36,26482.0,2006/7/1,summer_2006,other
1222,Bokura ga Ita,"Slice of Life,Drama,Romance,Shoujo",tv,26,7.3,200938.0,2006/7/4,summer_2006,manga
1223,Ame to Shoujo to Watashi no Tegami,Shoujo,ona,1,5.8,8406.0,2005/2/14,winter_2005,
1224,Aquarian Age: Sign for Evolution,"Action,Sci-Fi,Adventure,Music,Super Power,Supernatural,Romance,Fantasy,Shounen",tv,13,6.11,11996.0,2002/1/11,winter_2002,card_game
1225,3x3 Eyes: Seima Densetsu,"Action,Adventure,Horror,Demons,Romance,Fantasy",ova,3,6.96,12635.0,1995/7/25,summer_1995,manga
1226,Seihou Tenshi Angel Links,"Action,Adventure,Space,Comedy,Romance,Drama,Sci-Fi",tv,13,5.96,7588.0,1999/4/7,spring_1999,novel
1227,Shuten Douji,"Space,Supernatural,Demons,Historical,Horror,Sci-Fi,Shounen",ova,4,5.74,2587.0,1989/12/21,fall_1989,manga
1228,Chivas 1-2-3,"Action,Comedy,Ecchi,Fantasy,Supernatural",ova,2,6.0,3091.0,1999/8/21,summer_1999,manga
1230,Innocent Venus,"Adventure,Drama,Mecha,Military,Sci-Fi",tv,12,6.83,24568.0,2006/7/27,summer_2006,original
1231,Saber Marionette J to X,"Action,Adventure,Comedy,Harem,Mecha,Sci-Fi",tv,26,7.29,12684.0,1998/10/6,fall_1998,
1232,Saber Marionette R,"Action,Comedy,Harem,Mecha,Sci-Fi",ova,3,6.6,7082.0,1995/5/24,spring_1995,
1233,Aozora Shoujo-tai,"Action,Comedy,Military,Romance,Shounen",ova,7,6.5,6363.0,1994/10/21,fall_1994,manga
1234,Hand Maid Mai,"Comedy,Ecchi,Romance,Sci-Fi",ova,1,6.03,3696.0,2003/1/18,winter_2003,original
1235,I''s Pure Bonus,"Ecchi,Comedy,Romance",special,5,6.46,6039.0,2005/12/18,fall_2005,manga
1236,SF Saiyuuki Starzinger,"Adventure,Mecha,Sci-Fi,Shounen,Space",tv,73,6.93,2147.0,1978/4/2,spring_1978,original
1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,"Action,Adventure,Comedy,Fantasy,Shounen,Super Power",special,1,7.28,25456.0,2003/4/6,spring_2003,manga
1238,One Piece: Mamore! Saigo no Dai Butai,"Adventure,Comedy,Fantasy,Shounen",special,1,7.37,24381.0,2003/12/14,fall_2003,manga
1239,Bishoujo Senshi Sailor Moon SuperS,"Drama,Magic,Romance,Shoujo",tv,39,7.59,93998.0,1995/3/4,spring_1995,manga
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"Drama,Magic,Shoujo",movie,1,7.54,34815.0,1995/12/23,fall_1995,manga
1241,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,"Drama,Mecha,Military,Sci-Fi,Space",ova,1,7.42,20871.0,2005/12/25,fall_2005,original
1243,Night Head Genesis,"Sci-Fi,Mystery,Psychological,Supernatural,Drama",tv,24,6.77,26508.0,2006/6/17,summer_2006,manga
1244,Ankoku Shindenshou Takegami,"Action,Mecha,Supernatural,Drama,Sci-Fi",ova,3,5.59,1823.0,1990/3/23,winter_1990,original
1245,Shihaisha no Tasogare,"Action,Sci-Fi,Horror,Demons,Supernatural,Drama,Shoujo",ova,1,5.82,7494.0,1998/1/21,winter_1998,manga
1246,Yuugo: Koushounin,"Action,Military,Mystery,Psychological,Drama,Seinen",tv,13,7.11,10350.0,2004/2/24,winter_2004,manga
1247,Project BLUE Chikyuu SOS,"Sci-Fi,Adventure,Comedy,Shounen",tv,6,6.66,3000.0,2006/7/2,summer_2006,
1248,Zone of the Enders: 2167 Idolo,"Action,Space,Mecha,Romance,Military,Drama,Sci-Fi",ova,1,6.89,7981.0,2001/2/21,winter_2001,game
1249,"Zone of the Enders: Dolores, I","Action,Adventure,Space,Comedy,Mecha,Military,Sci-Fi",tv,26,6.95,10261.0,2001/4/7,spring_2001,game
1250,Erementar Gerad,"Adventure,Comedy,Super Power,Magic,Romance,Fantasy,Shounen",tv,26,7.29,86270.0,2005/4/5,spring_2005,manga
1251,Fushigi no Umi no Nadia,"Adventure,Comedy,Historical,Romance,Sci-Fi",tv,39,7.53,50930.0,1990/4/13,spring_1990,original
1252,Fushigi no Umi no Nadia: Original Movie,"Action,Adventure,Drama,Historical,Mystery,Romance,Sci-Fi",movie,1,5.36,6260.0,1991/6/29,spring_1991,original
1253,Saint Seiya: Meiou Hades Meikai-hen,"Action,Adventure,Demons,Fantasy,Sci-Fi,Shounen,Super Power",ova,12,7.76,40946.0,2005/12/17,fall_2005,manga
1254,Saint Seiya,"Adventure,Fantasy,Sci-Fi,Shounen",tv,114,7.76,149860.0,1986/10/11,fall_1986,manga
1255,Saint Seiya: Shinku no Shounen Densetsu,"Adventure,Fantasy,Sci-Fi,Shounen",movie,1,7.22,13527.0,1988/7/23,summer_1988,
1256,Saint Seiya: Jashin Eris,"Adventure,Sci-Fi,Shounen",movie,1,6.82,16173.0,1987/7/18,summer_1987,
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,"Adventure,Sci-Fi,Shounen",ova,13,8.06,46612.0,2002/11/9,fall_2002,manga
1258,Saint Seiya: Kamigami no Atsuki Tatakai,"Adventure,Sci-Fi,Shounen",movie,1,6.9,14475.0,1988/3/12,winter_1988,
1259,Saint Seiya: Tenkai-hen Josou - Overture,"Adventure,Sci-Fi,Shounen",movie,1,7.22,19964.0,2004/2/14,winter_2004,manga
1260,Saint Seiya: Saishuu Seisen no Senshi-tachi,"Adventure,Sci-Fi,Shounen",movie,1,6.8,13537.0,1989/3/18,winter_1989,
1261,Kyattou Ninden Teyandee,"Action,Comedy,Mecha,Super Power,Sci-Fi,Shounen",tv,54,7.03,11088.0,1990/2/1,winter_1990,original
1262,Macross II: Lovers Again,"Adventure,Space,Mecha,Military,Sci-Fi,Shounen",ova,6,6.33,10213.0,1992/5/21,spring_1992,original
1263,Suika,"Drama,Fantasy,Hentai,Romance",ova,3,6.47,4993.0,2003/2/25,winter_2003,visual_novel
1264,Yoroiden Samurai Troopers,"Adventure,Samurai,Sci-Fi,Shounen",tv,39,7.08,15864.0,1988/4/30,spring_1988,original
1265,Yoroiden Samurai Troopers Gaiden,"Adventure,Fantasy,Samurai,Shounen",ova,2,6.6,2491.0,1989/4/30,spring_1989,
1266,Yoroiden Samurai Troopers Kikoutei Densetsu,"Adventure,Samurai,Fantasy,Shounen",ova,4,6.55,2151.0,1989/10/8,fall_1989,
1267,Yoroiden Samurai Troopers Message,"Adventure,Fantasy,Samurai,Shounen",ova,5,5.97,1968.0,1991/3/21,winter_1991,
1268,Aquarian Age: Saga II - Don't Forget Me...,"Action,Super Power,Drama",ova,1,5.81,3128.0,2003/11/21,fall_2003,card_game
1269,Bio Hunter,"Action,Demons,Horror",ova,1,5.92,10698.0,1995/12/8,fall_1995,manga
1270,Black Magic M-66,"Action,Military,Sci-Fi,Mecha",ova,1,6.38,12085.0,1987/6/28,spring_1987,manga
1271,Kyoukasho ni Nai!,"Comedy,Romance,Ecchi,School",ova,2,5.58,3940.0,1998/4/21,spring_1998,manga
1272,Injuu Gakuen La Blue Girl,"Hentai,Demons",ova,6,6.24,7510.0,1992/6/26,spring_1992,manga
1273,Injuu Gakuen La隨倥・lue Girl: Fukkatsu-hen,"Hentai,Demons",ova,4,6.14,4213.0,2001/5/25,spring_2001,manga
1274,Injuu Gakuen EX,"Hentai,Demons",ova,4,6.11,3009.0,1996/7/26,summer_1996,
1275,Can Can Bunny Extra,"Fantasy,Hentai,Romance",ova,6,6.21,3127.0,1996/1/19,winter_1996,visual_novel
1276,Ys,"Action,Adventure,Demons,Drama,Fantasy,Magic",ova,7,6.49,6799.0,1989/11/21,fall_1989,game
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,"Adventure,Fantasy,Magic,Demons,Drama",ova,4,6.66,4573.0,1992/12/16,fall_1992,game
1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,"Comedy,Magic,Romance,Shoujo",special,1,7.3,21671.0,1995/12/23,fall_1995,manga
1279,Taiyou no Ko Esteban,"Adventure,Historical,Sci-Fi",tv,39,7.69,10026.0,1982/6/29,summer_1982,novel
1280,Mamono Hunter Youko,"Fantasy,Magic,Comedy,Supernatural,Horror",ova,6,6.28,9918.0,1990/12/1,fall_1990,original
1281,Gakkou no Kaidan,"Mystery,Horror,Supernatural",tv,19,7.69,126467.0,2000/10/22,fall_2000,original
1283,Choujuu Densetsu Gestalt,"Adventure,Comedy,Fantasy",ova,2,6.07,3619.0,1997/1/22,winter_1997,manga
1284,Houma Hunter Lime,"Comedy,Fantasy",ova,3,5.99,1781.0,1996/10/25,fall_1996,visual_novel
1285,Soukihei MD Geist,"Action,Military,Sci-Fi,Mecha",ova,1,5.32,13262.0,1986/5/21,spring_1986,original
1286,MD Geist II: Death Force,"Action,Military,Sci-Fi,Mecha",ova,1,5.03,6839.0,1996/3/1,winter_1996,original
1287,Odin: Koushi Hansen Starlight,"Action,Sci-Fi,Adventure,Space,Drama",movie,1,5.21,2711.0,1985/8/10,summer_1985,original
1288,Kidou Keisatsu Patlabor,"Comedy,Mecha,Police,Sci-Fi",ova,7,7.29,25758.0,1988/4/25,spring_1988,original
1289,Kidou Keisatsu Patlabor: New OVA,"Sci-Fi,Comedy,Police,Mecha",ova,16,7.55,7859.0,1990/11/22,fall_1990,original
1290,WXIII Kidou Keisatsu Patlabor,"Sci-Fi,Police,Mecha",movie,1,6.74,9644.0,2002/3/30,winter_2002,original
1292,Afro Samurai,"Action,Adventure,Samurai",tv,5,7.36,286122.0,2007/5/3,spring_2007,original
1293,Urusei Yatsura,"Action,Sci-Fi,Adventure,Comedy,Drama,Romance",tv,195,7.69,59678.0,1981/10/14,fall_1981,manga
1295,A-Ko The Versus,"Action,Adventure,Comedy,Romance,Sci-Fi,Super Power",ova,2,6.24,4284.0,1990/7/21,summer_1990,original
1296,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,"Action,Comedy,Mecha,Sci-Fi,Super Power",ova,1,6.5,4892.0,1987/5/21,spring_1987,original
1297,Project A-Ko 3: Cinderella Rhapsody,"Action,Comedy,Mecha,Sci-Fi,Super Power",ova,1,6.4,4294.0,1988/6/20,spring_1988,original
1298,Project A-Ko 4: Final,"Action,Comedy,Mecha,Sci-Fi,Super Power",ova,1,6.44,4118.0,1989/10/7,fall_1989,original
1299,Flag,"Mecha,Military",ona,13,7.2,17274.0,2006/6/16,spring_2006,original
1300,Omishi Mahou Gekijou: Risky隨倥・afety,"Comedy,Shounen",tv,24,6.63,3359.0,1999/10/5,fall_1999,manga
1301,Ginga Tetsudou 999 (Movie),"Sci-Fi,Adventure,Space,Drama,Fantasy",movie,1,7.56,15330.0,1979/8/4,summer_1979,manga
1302,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,"Sci-Fi,Adventure,Space,Drama",movie,1,7.29,7540.0,1981/1/8,winter_1981,manga
1303,The Animatrix,"Action,Drama,Sci-Fi",ova,9,7.3,66167.0,2003/6/3,spring_2003,other
1311,Chobits Recap,"Ecchi,Romance,Comedy,Sci-Fi,Drama",special,1,6.97,35538.0,2003/2/21,winter_2003,manga
1312,Chikyuu Bouei Kigyou Dai-Guard,"Military,Sci-Fi,Adventure,Comedy,Mecha",tv,26,7.12,7834.0,1999/10/5,fall_1999,original
1313,Digimon Adventure 02,"Action,Adventure,Comedy,Drama,Fantasy,Kids",tv,50,7.23,193464.0,2000/4/2,spring_2000,original
1314,DT Eightron,"Action,Sci-Fi,Shounen",tv,26,6.31,1778.0,1998/4/18,spring_1998,original
1316,Idaten Jump,"Game,School,Sports",tv,52,6.98,10720.0,2005/10/1,fall_2005,manga
1317,Eyeshield 21: Maboroshi no Golden Bowl,"Sports,Shounen",special,1,6.66,7773.0,2004/8/6,summer_2004,manga
1324,Earthian,"Drama,Shoujo,Shounen Ai",ova,4,6.08,9088.0,1989/7/26,summer_1989,manga
1325,Hamelin no Violin Hiki,"Adventure,Drama,Fantasy",tv,25,6.57,5523.0,1996/10/2,fall_1996,manga
1327,Aoki Densetsu Shoot!,"Action,Comedy,Drama,Romance,School,Shounen,Sports",tv,58,7.4,11772.0,1993/11/7,fall_1993,manga
1328,One Pound Gospel,"Sports,Comedy,Romance,Seinen",ova,1,6.46,3452.0,1988/12/2,fall_1988,manga
1329,Ohoshi-sama no Rail,"Historical,Drama",movie,1,7.06,2882.0,1993/7/10,summer_1993,novel
1331,Dragon Pink,"Action,Adventure,Comedy,Fantasy,Hentai,Magic,Supernatural",ova,3,6.13,5106.0,1994/8/5,summer_1994,
1332,Elf no Wakaokusama,"Fantasy,Hentai",ova,2,5.92,2950.0,1995/7/25,summer_1995,
1333,Fushigi na Koala Blinky,"Adventure,Comedy,Kids,Fantasy",tv,26,6.23,789.0,1984/7/7,summer_1984,original
1335,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,"Sci-Fi,Comedy,Mecha",special,26,7.15,23610.0,2002/10/1,fall_2002,
1336,Kyoushoku Soukou Guyver II,"Action,Adventure,Drama,Horror,Sci-Fi",ova,6,7.03,7165.0,1991/10/24,fall_1991,
1337,Dororon Enma-kun,"Comedy,Demons,Fantasy,Horror,Shounen,Supernatural",tv,25,6.26,3239.0,1973/10/4,fall_1973,manga
1338,Shin Megami Tensei: Tokyo Mokushiroku,"Action,Sci-Fi,Horror,Demons,Supernatural",ova,2,5.41,5533.0,1995/4/21,spring_1995,manga
1339,Cool Devices,Hentai,ova,11,6.22,6147.0,1995/4/25,spring_1995,
1340,Yami no Shihosha Judge,"Supernatural,Horror,Seinen",ova,1,5.35,2994.0,1991/6/15,spring_1991,manga
1341,Violence Jack: Harlem Bomber-hen,"Action,Drama,Horror",ova,1,5.22,9635.0,1986/6/5,spring_1986,manga
1342,Violence Jack: Jigoku Gai-hen,"Action,Drama,Horror",ova,1,5.53,8414.0,1988/12/6,fall_1988,manga
1343,Violence Jack: Hell's Wind-hen,"Action,Drama,Horror",ova,1,5.46,6724.0,1990/11/9,fall_1990,manga
1344,Eightman After,"Action,Sci-Fi,Drama",ova,4,6.2,3417.0,1993/8/21,summer_1993,manga
1345,Soujuu Senshi Psychic Wars,"Action,Super Power,Demons,Seinen",ova,1,3.12,3442.0,1991/2/22,winter_1991,novel
1346,AD Police,"Sci-Fi,Adventure,Mystery,Dementia,Police,Psychological,Thriller,Mecha",ova,3,6.27,13254.0,1990/5/25,spring_1990,original
1347,Bubblegum Crisis,"Adventure,Mecha,Sci-Fi,Shounen",ova,8,7.28,36862.0,1987/2/25,winter_1987,original
1348,Bubblegum Crash,"Action,Adventure,Mecha,Sci-Fi,Shounen",ova,3,6.54,8882.0,1991/5/25,spring_1991,original
1349,A.D. Police (TV),"Action,Sci-Fi,Mecha,Shounen",tv,12,6.01,9605.0,1999/4/8,spring_1999,original
1350,Parasite Dolls,"Action,Sci-Fi,Police,Mecha",ova,3,6.56,13161.0,2003/5/22,spring_2003,original
1351,Angel Cop,"Action,Sci-Fi,Police",ova,6,5.94,13706.0,1989/9/1,summer_1989,original
1352,Cyber City Oedo 808,"Action,Adventure,Police,Sci-Fi",ova,3,7.17,20758.0,1990/6/21,spring_1990,original
1353,The Urotsuki,"Adventure,Fantasy,Hentai,Demons,Horror",ova,3,5.68,3303.0,2002/5/3,spring_2002,
1355,Makyuu Senjou,"Action,Sci-Fi",ova,2,5.09,828.0,1991/3/22,winter_1991,
1356,Hokuto no Ken 2,"Action,Super Power,Drama,Martial Arts",tv,43,7.55,24397.0,1987/3/12,spring_1987,manga
1357,Shin Hokuto no Ken,"Action,Martial Arts,Sci-Fi,Shounen",ova,3,6.96,11985.0,2003/7/24,summer_2003,novel
1358,Hokuto no Ken Movie,"Sci-Fi,Adventure,Shounen",movie,1,7.2,17349.0,1986/3/8,winter_1986,manga
1359,Nikutai Ten'i,"Hentai,Yuri",ova,2,6.31,10012.0,2003/12/21,fall_2003,visual_novel
1360,Makai Tenshi Djibril,Hentai,ova,4,6.46,8328.0,2004/11/26,fall_2004,visual_novel
1361,Final Fantasy: The Spirits Within,Sci-Fi,movie,1,6.35,65911.0,2001/7/2,summer_2001,game
1362,Street Fighter II Movie,"Action,Martial Arts,Shounen",movie,1,7.17,24421.0,1994/8/6,summer_1994,game
1363,Detective Conan Movie 04: Captured in Her Eyes,"Adventure,Mystery,Comedy,Police,Shounen",movie,1,8.03,49295.0,2000/4/22,spring_2000,manga
1364,Detective Conan Movie 05: Countdown to Heaven,"Adventure,Police,Comedy,Mystery,Shounen",movie,1,8.13,50107.0,2001/4/21,spring_2001,manga
1365,Detective Conan Movie 06: The Phantom of Baker Street,"Adventure,Mystery,Police,Shounen",movie,1,8.3,60958.0,2002/4/20,spring_2002,manga
1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,"Adventure,Mystery,Comedy,Police,Shounen",movie,1,7.83,41035.0,2003/4/19,spring_2003,manga
1367,Detective Conan Movie 08: Magician of the Silver Sky,"Adventure,Mystery,Comedy,Police,Shounen",movie,1,8.09,44743.0,2004/4/17,spring_2004,manga
1368,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,"Police,Comedy,Mystery,Shounen",ova,1,7.4,13576.0,2006/3/15,winter_2006,manga
1370,Atama Yama,"Comedy,Dementia,Psychological,Fantasy",movie,1,6.44,6780.0,2002/1/1,winter_2002,other
1371,Hi no Tori,"Sci-Fi,Adventure,Historical,Supernatural,Drama",tv,13,7.1,7610.0,2004/3/21,spring_2004,manga
1372,Taiho Shichau zo (TV),"Action,Comedy,Police,Seinen",tv,47,7.54,23394.0,1996/10/5,fall_1996,manga
1373,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Drama,special,4,7.26,4767.0,2003/12/22,fall_2003,manga
1374,Kyoushoku Soukou Guyver (2005),"Adventure,Sci-Fi,Shounen",tv,26,7.25,18823.0,2005/8/6,summer_2005,manga
1375,Watashi no Ashinaga Ojisan,"Comedy,Historical,Romance,School,Shoujo,Slice of Life",tv,40,7.73,12278.0,1990/1/4,winter_1990,novel
1376,Ojamajo Doremi Na-i-sho,"Comedy,Fantasy,Magic,Shoujo",ova,13,7.71,8185.0,2004/6/26,spring_2004,
1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,"Sci-Fi,Space,Drama",tv,13,6.69,3733.0,2004/8/6,summer_2004,
1378,Sengoku Kitan Youtouden Movie,"Action,Martial Arts,Samurai",movie,1,5.95,4474.0,1989/5/27,spring_1989,
1379,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,"Adventure,Drama,Fantasy",movie,1,7.78,47833.0,2005/2/19,winter_2005,light_novel
1380,Blue Gender: The Warrior,"Adventure,Drama,Horror,Mecha,Military,Romance,Sci-Fi,Space",movie,1,6.23,9998.0,2002/11/20,fall_2002,original
1381,Seikai no Monshou Special,"Action,Military,Romance,Sci-Fi,Space",special,1,7.2,3349.0,2000/4/7,spring_2000,light_novel
1382,Yuusha-Ou GaoGaiGar Final,"Adventure,Drama,Mecha,Sci-Fi,Shounen",ova,8,8.08,8005.0,2000/1/21,winter_2000,
1383,Yuuwaku Countdown,"Action,Comedy,Fantasy,Hentai,Horror,Mecha,Romance,Supernatural",ova,6,5.81,2455.0,1995/6/15,spring_1995,manga
1384,Kyuuketsuhime Miyu,"Action,Horror,Demons,Drama,Vampire,Shoujo",ova,4,6.99,17482.0,1988/7/21,summer_1988,manga
1385,Kurohime: Shikkoku no Yakata,Hentai,ova,2,5.88,3618.0,2002/5/31,spring_2002,
1386,Blood Royale,Hentai,ova,2,5.63,4550.0,2002/8/30,summer_2002,visual_novel
1387,Yakin Byoutou,Hentai,ova,10,6.3,10356.0,2000/12/8,fall_2000,visual_novel
1388,Yakin Byoutou Ni,Hentai,ova,5,6.11,4481.0,2004/7/30,summer_2004,visual_novel
1389,Yakin Byoutou San,Hentai,ova,3,6.23,4488.0,2005/7/29,summer_2005,visual_novel
1390,Parade Parade,"Hentai,Music,Yuri",ova,2,5.93,2773.0,1996/4/26,spring_1996,manga
1391,Future GPX Cyber Formula,"Adventure,Sci-Fi,Shounen,Sports",tv,37,7.33,5542.0,1991/3/15,spring_1991,original
1392,Future GPX Cyber Formula 11,"Drama,Sci-Fi,Shounen,Sports",ova,6,7.28,2008.0,1992/11/1,fall_1992,
1393,Future GPX Cyber Formula Zero,"Drama,Sci-Fi,Shounen,Sports",ova,8,7.39,2040.0,1994/4/1,spring_1994,
1394,Future GPX Cyber Formula Saga,"Drama,Sci-Fi,Shounen,Sports",ova,8,7.36,1974.0,1996/8/1,summer_1996,
1395,Future GPX Cyber Formula Sin,"Drama,Sci-Fi,Shounen,Sports",ova,5,7.47,1976.0,1998/12/21,fall_1998,
1396,Future GPX Cyber Formula: Early Days Renewal,"Drama,Sci-Fi,Shounen,Sports",ova,2,6.41,584.0,1996/4/1,spring_1996,
1397,Macross 7,"Action,Military,Sci-Fi,Adventure,Music,Space,Comedy,Drama,Romance,Mecha,Shounen",tv,49,7.13,25134.0,1994/10/16,fall_1994,original
1398,Macross Dynamite 7,"Sci-Fi,Adventure,Space,Comedy,Mecha,Shounen",ova,4,6.84,11359.0,1997/12/18,fall_1997,original
1399,Macross 7 Encore,"Action,Sci-Fi,Music,Space,Comedy,Drama,Mecha,Shounen",ova,3,6.97,7922.0,1995/12/18,fall_1995,original
1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,"Action,Sci-Fi,Adventure,Music,Comedy,Drama,Mecha,Shounen",movie,1,6.92,7897.0,1995/9/30,summer_1995,original
1401,Bible Black: New Testament,Hentai,ova,6,6.73,22989.0,2004/4/25,spring_2004,visual_novel
1402,Princess Memory,"Fantasy,Hentai,Romance",ova,2,5.64,1393.0,2001/6/25,spring_2001,visual_novel
1403,Tsumamigui,Hentai,ova,2,6.47,5595.0,2003/6/27,spring_2003,visual_novel
1404,Flutter of Birds: Tori-tachi no Habataki,Hentai,ova,2,5.69,1931.0,2002/5/24,spring_2002,visual_novel
1405,Tokio Kidou Police,"Comedy,Hentai,Parody,Romance",ova,2,5.9,2079.0,1997/7/21,summer_1997,novel
1406,Gibo,"Drama,Hentai,Romance",ova,2,5.94,4604.0,2001/10/5,fall_2001,visual_novel
1407,Stainless Night,"Hentai,Yuri",ova,2,6.05,4238.0,1995/12/22,fall_1995,
1408,Kao no nai Tsuki,Hentai,ova,5,6.65,9581.0,2001/12/8,fall_2001,visual_novel
1409,IGPX: Immortal Grand Prix,"Sports,Mecha,Sci-Fi,Shounen",tv,5,6.56,3693.0,2003/9/15,summer_2003,original
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,"Mecha,Sci-Fi,Shounen,Sports",tv,13,7.28,9695.0,2006/5/20,spring_2006,original
1411,VS Knight Lamune & 40 Fresh,"Adventure,Comedy,Ecchi,Mecha,Sci-Fi,Space",ova,6,5.68,2183.0,1997/5/21,spring_1997,original
1412,Lupin III,"Action,Adventure,Mystery,Comedy,Seinen",tv,23,7.66,77833.0,1971/10/24,fall_1971,manga
1413,Lupin III: Alcatraz Connection,"Action,Adventure,Comedy,Seinen",special,1,7.08,5966.0,2001/8/3,summer_2001,manga
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,"Action,Adventure,Mystery,Comedy,Seinen",special,1,7.06,5359.0,2005/7/22,summer_2005,
1415,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,"Action,Adventure,Mystery,Comedy,Seinen",special,1,6.83,6182.0,1989/4/1,spring_1989,
1416,Lupin III: Dead or Alive,"Action,Adventure,Mystery,Comedy,Seinen",movie,1,7.16,8869.0,1996/4/20,spring_1996,manga
1417,Lupin III: Moeyo Zantetsuken!,"Action,Adventure,Mystery,Comedy,Seinen",special,1,7.06,6435.0,1994/7/29,summer_1994,manga
1418,"Lupin III: Episode 0 ""First Contact""","Action,Adventure,Mystery,Comedy,Seinen",special,1,7.61,8407.0,2002/7/26,summer_2002,
1419,Lupin III: Kutabare! Nostradamus,"Action,Adventure,Mystery,Comedy,Seinen",movie,1,7.36,8777.0,1995/4/22,spring_1995,manga
1420,Lupin III: Russia yori Ai wo Komete,"Action,Adventure,Mystery,Comedy,Seinen",special,1,6.75,5167.0,1992/7/24,summer_1992,
1421,Lupin III: Hemingway Paper no Nazo,"Action,Adventure,Mystery,Comedy,Seinen",special,1,6.92,5243.0,1990/7/20,summer_1990,
1422,Lupin III: $1 Money Wars,"Action,Adventure,Mystery,Comedy,Seinen",special,1,7.16,5529.0,2000/7/28,summer_2000,
1423,Lupin III: Napoleon no Jisho wo Ubae,"Action,Adventure,Mystery,Comedy,Seinen",special,1,6.72,4875.0,1991/8/9,summer_1991,
1424,Lupin III: Otakara Henkyaku Daisakusen!!,"Action,Adventure,Mystery,Comedy,Seinen",special,1,7.36,5361.0,2003/8/1,summer_2003,manga
1425,Lupin III: Part II,"Action,Adventure,Mystery,Comedy,Seinen",tv,155,7.79,25706.0,1977/10/3,fall_1977,manga
1426,Lupin III: Part III,"Action,Adventure,Comedy,Seinen",tv,50,7.32,15637.0,1984/3/3,spring_1984,manga
1427,Lupin III: Ikiteita Majutsushi,"Action,Adventure,Mystery,Comedy,Seinen",ova,1,6.02,4642.0,2002/4/3,spring_2002,manga
1428,Lupin III: Pilot Film (1978),"Action,Adventure,Mystery,Comedy,Seinen",ova,1,6.35,4183.0,1978/12/16,fall_1978,manga
1429,Lupin III: Nusumareta Lupin,"Action,Adventure,Mystery,Comedy,Seinen",special,1,7.08,4813.0,2004/7/30,summer_2004,manga
